"Longitude","Latitude","V19970829_8","V19970906_8","V19970914_8","V19970922_8","V19970930_8","V19971008_8","V19971016_8","V19971024_8","V19971101_8","V19971109_8","V19971117_8","V19971125_8","V19971203_8","V19971211_8","V19971219_8","V19971227_5","V19980101_8","V19980109_8","V19980117_8","V19980125_8","V19980202_8","V19980210_8","V19980218_8","V19980226_8","V19980306_8","V19980314_8","V19980322_8","V19980330_8","V19980407_8","V19980415_8","V19980423_8","V19980501_8","V19980509_8","V19980517_8","V19980525_8","V19980602_8","V19980610_8","V19980618_8","V19980626_8","V19980704_8","V19980712_8","V19980720_8","V19980728_8","V19980805_8","V19980813_8","V19980821_8","V19980829_8","V19980906_8","V19980914_8","V19980922_8","V19980930_8","V19981008_8","V19981016_8","V19981024_8","V19981101_8","V19981109_8","V19981117_8","V19981125_8","V19981203_8","V19981211_8","V19981219_8","V19981227_5","V19990101_8","V19990109_8","V19990117_8","V19990125_8","V19990202_8","V19990210_8","V19990218_8","V19990226_8","V19990306_8","V19990314_8","V19990322_8","V19990330_8","V19990407_8","V19990415_8","V19990423_8","V19990501_8","V19990509_8","V19990517_8","V19990525_8","V19990602_8","V19990610_8","V19990618_8","V19990626_8","V19990704_8","V19990712_8","V19990720_8","V19990728_8","V19990805_8","V19990813_8","V19990821_8","V19990829_8","V19990906_8","V19990914_8","V19990922_8","V19990930_8","V19991008_8","V19991016_8","V19991024_8","V19991101_8","V19991109_8","V19991117_8","V19991125_8","V19991203_8","V19991211_8","V19991219_8","V19991227_5","V20000101_8","V20000109_8","V20000117_8","V20000125_8","V20000202_8","V20000210_8","V20000218_8","V20000226_8","V20000305_8","V20000313_8","V20000321_8","V20000329_8","V20000406_8","V20000414_8","V20000422_8","V20000430_8","V20000508_8","V20000516_8","V20000524_8","V20000601_8","V20000609_8","V20000617_8","V20000625_8","V20000703_8","V20000711_8","V20000719_8","V20000727_8","V20000804_8","V20000812_8","V20000820_8","V20000828_8","V20000905_8","V20000913_8","V20000921_8","V20000929_8","V20001007_8","V20001015_8","V20001023_8","V20001031_8","V20001108_8","V20001116_8","V20001124_8","V20001202_8","V20001210_8","V20001218_8","V20001226_6","V20010101_8","V20010109_8","V20010117_8","V20010125_8","V20010202_8","V20010210_8","V20010218_8","V20010226_8","V20010306_8","V20010314_8","V20010322_8","V20010330_8","V20010407_8","V20010415_8","V20010423_8","V20010501_8","V20010509_8","V20010517_8","V20010525_8","V20010602_8","V20010610_8","V20010618_8","V20010626_8","V20010704_8","V20010712_8","V20010720_8","V20010728_8","V20010805_8","V20010813_8","V20010821_8","V20010829_8","V20010906_8","V20010914_8","V20010922_8","V20010930_8","V20011008_8","V20011016_8","V20011024_8","V20011101_8","V20011109_8","V20011117_8","V20011125_8","V20011203_8","V20011211_8","V20011219_8","V20011227_5","V20020101_8","V20020109_8","V20020117_8","V20020125_8","V20020202_8","V20020210_8","V20020218_8","V20020226_8","V20020306_8","V20020314_8","V20020322_8","V20020330_8","V20020407_8","V20020415_8","V20020423_8","V20020501_8","V20020509_8","V20020517_8","V20020525_8","V20020602_8","V20020610_8","V20020618_8","V20020626_8","V20020704_8","V20020712_8","V20020720_8","V20020728_8","V20020805_8","V20020813_8","V20020821_8","V20020829_8","V20020906_8","V20020914_8","V20020922_8","V20020930_8","V20021008_8","V20021016_8","V20021024_8","V20021101_8","V20021109_8","V20021117_8","V20021125_8","V20021203_8","V20021211_8","V20021219_8","V20021227_5","V20030101_8","V20030109_8","V20030117_8","V20030125_8","V20030202_8","V20030210_8","V20030218_8","V20030226_8","V20030306_8","V20030314_8","V20030322_8","V20030330_8","V20030407_8","V20030415_8","V20030423_8","V20030501_8","V20030509_8","V20030517_8","V20030525_8","V20030602_8","V20030610_8","V20030618_8","V20030626_8","V20030704_8","V20030712_8","V20030720_8","V20030728_8","V20030805_8","V20030813_8","V20030821_8","V20030829_8","V20030906_8","V20030914_8","V20030922_8","V20030930_8","V20031008_8","V20031016_8","V20031024_8","V20031101_8","V20031109_8","V20031117_8","V20031125_8","V20031203_8","V20031211_8","V20031219_8","V20031227_5","V20040101_8","V20040109_8","V20040117_8","V20040125_8","V20040202_8","V20040210_8","V20040218_8","V20040226_8","V20040305_8","V20040313_8","V20040321_8","V20040329_8","V20040406_8","V20040414_8","V20040422_8","V20040430_8","V20040508_8","V20040516_8","V20040524_8","V20040601_8","V20040609_8","V20040617_8","V20040625_8","V20040703_8","V20040711_8","V20040719_8","V20040727_8","V20040804_8","V20040812_8","V20040820_8","V20040828_8","V20040905_8","V20040913_8","V20040921_8","V20040929_8","V20041007_8","V20041015_8","V20041023_8","V20041031_8","V20041108_8","V20041116_8","V20041124_8","V20041202_8","V20041210_8","V20041218_8","V20041226_6","V20050101_8","V20050109_8","V20050117_8","V20050125_8","V20050202_8","V20050210_8","V20050218_8","V20050226_8","V20050306_8","V20050314_8","V20050322_8","V20050330_8","V20050407_8","V20050415_8","V20050423_8","V20050501_8","V20050509_8","V20050517_8","V20050525_8","V20050602_8","V20050610_8","V20050618_8","V20050626_8","V20050704_8","V20050712_8","V20050720_8","V20050728_8","V20050805_8","V20050813_8","V20050821_8","V20050829_8","V20050906_8","V20050914_8","V20050922_8","V20050930_8","V20051008_8","V20051016_8","V20051024_8","V20051101_8","V20051109_8","V20051117_8","V20051125_8","V20051203_8","V20051211_8","V20051219_8","V20051227_5","V20060101_8","V20060109_8","V20060117_8","V20060125_8","V20060202_8","V20060210_8","V20060218_8","V20060226_8","V20060306_8","V20060314_8","V20060322_8","V20060330_8","V20060407_8","V20060415_8","V20060423_8","V20060501_8","V20060509_8","V20060517_8","V20060525_8","V20060602_8","V20060610_8","V20060618_8","V20060626_8","V20060704_8","V20060712_8","V20060720_8","V20060728_8","V20060805_8","V20060813_8","V20060821_8","V20060829_8","V20060906_8","V20060914_8","V20060922_8","V20060930_8","V20061008_8","V20061016_8","V20061024_8","V20061101_8","V20061109_8","V20061117_8","V20061125_8","V20061203_8","V20061211_8","V20061219_8","V20061227_5","V20070101_8","V20070109_8","V20070117_8","V20070125_8","V20070202_8","V20070210_8","V20070218_8","V20070226_8","V20070306_8","V20070314_8","V20070322_8","V20070330_8","V20070407_8","V20070415_8","V20070423_8","V20070501_8","V20070509_8","V20070517_8","V20070525_8","V20070602_8","V20070610_8","V20070618_8","V20070626_8","V20070704_8","V20070712_8","V20070720_8","V20070728_8","V20070805_8","V20070813_8","V20070821_8","V20070829_8","V20070906_8","V20070914_8","V20070922_8","V20070930_8","V20071008_8","V20071016_8","V20071024_8","V20071101_8","V20071109_8","V20071117_8","V20071125_8","V20071203_8","V20071211_8","V20071219_8","V20071227_5","V20080101_8","V20080329_8","V20080406_8","V20080414_8","V20080422_8","V20080430_8","V20080508_8","V20080516_8","V20080524_8","V20080601_8","V20080609_8","V20080617_8","V20080625_8","V20080812_8","V20080820_8","V20080828_8","V20080905_8","V20080913_8","V20080921_8","V20080929_8","V20081007_8","V20081015_8","V20081023_8","V20081031_8","V20081108_8","V20081116_8","V20081124_8","V20081202_8","V20081210_8","V20081218_8","V20081226_6","V20090101_8","V20090109_8","V20090117_8","V20090125_8","V20090202_8","V20090210_8","V20090218_8","V20090226_8","V20090306_8","V20090314_8","V20090322_8","V20090330_8","V20090407_8","V20090415_8","V20090423_8","V20090610_8","V20090618_8","V20090626_8","V20090712_8","V20090720_8","V20090728_8","V20090805_8","V20090813_8","V20090821_8","V20090829_8","V20091008_8","V20091101_8","V20091109_8","V20091117_8","V20091125_8","V20091203_8","V20091211_8","V20091219_8","V20091227_5","V20100101_8","V20100109_8","V20100117_8","V20100125_8","V20100202_8","V20100210_8","V20100218_8","V20100226_8","V20100306_8","V20100314_8","V20100322_8","V20100330_8","V20100407_8","V20100415_8","V20100423_8","V20100501_8","V20100509_8","V20100517_8","V20100525_8","V20100602_8","V20100610_8","V20100618_8","V20100626_8","V20100712_8","V20100720_8","V20100728_8","V20100805_8","V20100813_8","V20100821_8","V20100829_8","V20100906_8","V20100922_8","V20100930_8","V20101008_8","V20101016_8","V20101024_8","V20101101_8","V20101109_8","V20101117_8","V20101125_8","V20101211_8","long","lat"
230.84,51.542,-99,-99,2.9227,2.0844,0.8703,-99,-99,-99,2.6477,0.60526,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1.0624,-99,0.83616,1.0566,-99,-99,8.2546,3.5933,-99,-99,1.4868,2.4154,1.962,1.9229,1.5891,1.2999,-99,-99,1.1143,2.0554,2.4509,1.6379,1.2271,1.6927,1.7643,-99,1.7994,2.3571,3.5183,-99,-99,1.1184,-99,-99,0.59404,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.44439,-99,-99,1.7004,0.76795,1.1624,10.197,-99,3.2374,1.9063,3.7117,-99,0.71184,-99,0.42824,-99,1.9264,0.79844,0.96673,-99,-99,-99,2.2127,2.3268,2.9458,1.7404,2.4055,-99,-99,0.9452,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.71283,-99,0.98985,-99,0.80778,-99,-99,1.5386,1.1311,-99,0.95419,2.4017,3.0697,2.7717,1.2693,1.5672,1.1511,1.0664,-99,0.78697,-99,1.0696,1.5355,-99,1.2927,1.6234,-99,1.5736,1.9662,2.4774,2.5277,0.87322,-99,-99,0.81462,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1.0049,0.7904,1.2854,1.1045,1.5468,-99,-99,1.3334,1.5751,9.4891,-99,2.8442,1.1459,2.7189,-99,1.1777,2.7838,-99,2.1532,3.3119,2.0992,1.5318,1.4482,2.4232,-99,-99,2.1568,2.7546,-99,-99,3.4861,1.0006,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1.2401,0.95187,0.88398,1.3177,1.1576,-99,-99,-99,5.0174,9.1297,8.4054,2.6569,4.1648,1.0207,2.9181,1.4703,3.3561,-99,1.5624,1.6522,1.1664,0.77609,0.98657,1.0472,-99,1.9333,-99,1.5387,4.5784,1.9483,2.767,-99,1.0623,1.2875,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.62814,-99,0.87019,0.75455,0.60816,-99,-99,0.51078,0.8698,2.4278,2.3665,3.0362,5.876,1.6312,-99,4.8066,-99,-99,1.0632,-99,0.83059,1.0264,1.1195,0.74602,2.0963,1.5955,-99,2.1771,3.1346,5.9932,-99,1.1208,-99,0.91714,1.6031,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.72085,1.5442,2.3117,-99,-99,33.545,10.931,1.6219,1.7961,3.6911,2.8424,1.0252,1.8841,2.9134,1.5985,0.69554,2.2393,-99,0.90662,2.0863,0.92158,0.61267,-99,1.2741,1.56,2.9258,1.6627,1.916,-99,1.6692,1.224,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.62687,0.93747,1.5603,1.5655,1.098,1.0442,2.5751,-99,-99,1.0836,1.3043,2.4304,1.3302,-99,4.2306,-99,1.0056,-99,-99,1.8,1.8483,1.4055,1.5626,1.1123,-99,1.486,1.3389,8.0679,3.1381,2.5792,1.1528,-99,1.095,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1.2721,-99,-99,0.82716,-99,0.70536,-99,1.9435,0.6168,-99,2.4578,3.3648,-99,8.4652,1.9945,-99,1.2927,1.7221,-99,1.1524,1.196,-99,1.1766,1.5275,1.2734,3.1631,1.6923,2.0017,-99,1.5436,-99,3.3962,0.94827,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.58992,-99,1.3279,-99,1.563,9.458,6.0572,3.2829,-99,-99,2.541,-99,1.6341,-99,1.783,1.1707,1.4384,1.4195,1.9643,6.3836,3.4054,1.8183,-99,-99,1.3961,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1.0252,0.87154,1.3197,2.7397,-99,2.534,-99,-99,1.6022,-99,-99,-99,1.0597,1.4854,1.9616,2.0755,25.883,1.6376,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.95646,0.76213,-99,0.75535,0.4636,-99,0.89363,-99,-99,-99,-99,1.3731,2.2158,-99,2.5981,1.6494,-99,1.6649,1.7353,1.7783,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1.0534,-99,-99,-99,-99,1.1973,1.1788,23.085,5.5411,3.1328,2.0076,1.209,-99,2.1577,4.9732,-99,-99,1.533,2.0679,2.5699,-99,2.8288,2.7698,-99,3.1308,-99,1.1656,-99,-99,-99,-99,-99,-99,-99,-99,-129.16,51.542
229.18,52.625,-99,1.5174,2.7009,1.255,2.3088,0.86585,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.35468,-99,0.42894,0.60177,0.85734,-99,0.87672,2.2279,1.9481,-99,-99,1.4908,1.2999,1.4274,1.0723,2.1802,1.1503,1.1507,0.72385,-99,1.1918,1.4988,1.3611,-99,1.6045,1.7076,-99,1.9047,1.4604,2.4321,2.4404,-99,1.372,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.59507,-99,-99,-99,0.48265,0.61638,-99,0.78569,0.65544,0.75758,0.74031,0.96071,-99,1.8402,4.3091,3.2249,-99,0.97172,1.2187,1.0006,1.3973,1.5541,1.6367,-99,1.1535,1.4259,1.4605,2.7698,1.642,1.7512,1.6648,0.94469,1.3041,0.98242,0.65292,0.89219,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.63674,-99,0.47675,0.60571,0.41273,0.49852,-99,1.9449,1.6767,1.5276,0.95744,1.6387,-99,2.0766,2.0342,0.8731,1.564,0.91318,0.81952,1.0536,-99,1.3686,1.7236,1.4096,-99,1.8252,2.0806,-99,2.3902,1.9837,2.4266,1.1349,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.55203,0.56371,-99,-99,0.47805,-99,0.68939,0.69699,1.9066,1.288,1.0699,0.94925,1.5503,1.5089,-99,2.6981,-99,1.927,1.9938,1.2954,-99,1.2809,2.5189,-99,-99,1.1311,2.2351,-99,-99,3.4799,1.1502,-99,1.0875,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.44029,0.58457,0.71368,0.515,-99,-99,-99,1.2316,2.1013,1.7409,10.219,1.8271,-99,1.8023,3.0649,1.3606,-99,1.661,1.1834,1.3183,0.98855,1.3288,1.7889,-99,1.5922,-99,2.5078,-99,-99,1.0662,0.99151,0.68636,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.54372,-99,0.39846,-99,0.61649,0.39525,0.3966,0.84466,1.0407,1.9001,1.1169,6.3204,3.6925,1.4246,-99,1.6207,-99,1.4495,-99,1.2206,0.98693,1.089,1.4971,1.2532,3.1433,1.334,0.7463,-99,1.497,1.366,-99,1.0166,0.92024,0.63532,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.88493,0.46049,-99,-99,-99,-99,4.3069,2.2958,1.6773,1.6285,1.7671,0.86375,1.5042,1.4813,1.0874,-99,0.37109,-99,0.7927,0.89129,1.86,1.3542,-99,-99,-99,4.1044,1.2558,1.0932,1.4476,0.89942,0.94453,0.78627,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.28847,-99,0.54318,-99,0.71468,0.84982,1.227,-99,0.50185,1.1434,1.2683,2.7945,-99,3.074,1.6756,1.7605,0.97485,-99,0.91722,1.1898,0.97574,1.1616,1.1317,0.82057,1.7233,1.1165,1.164,1.5809,1.5252,1.6588,-99,-99,2.4509,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.57149,-99,0.5607,0.42852,-99,0.72571,0.9702,0.87735,0.95965,0.8975,0.69482,1.0502,-99,2.4608,2.05,1.8004,1.4635,1.5147,1.3912,1.9003,1.4051,-99,1.2811,2.685,4.016,2.2549,1.4429,1.575,1.9191,2.6179,-99,1.3137,1.5176,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.61522,-99,0.5056,0.61537,0.43523,-99,0.95916,2.4337,4.531,2.2007,4.6186,3.1696,2.7531,2.2498,1.8531,0.89056,1.5406,1.3196,1.7678,1.9276,1.6572,-99,2.5226,17.046,-99,10.644,-99,2.218,1.1866,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2.034,0.83665,-99,1.0332,-99,1.2397,1.6389,-99,2.2448,-99,-99,-99,-99,1.5501,1.9006,2.195,3.4812,1.5299,1.9071,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.52752,-99,0.60641,0.42012,0.62423,-99,0.76519,0.73474,-99,-99,1.2883,2.1917,-99,2.6102,1.7378,1.763,1.69,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.54087,-99,-99,-99,-99,-99,0.57238,1.0366,0.65519,1.3729,1.5479,-99,-99,1.8801,2.0123,1.7339,-99,1.4817,1.5434,1.4524,2.0236,1.6935,1.8118,0.92973,2.242,-99,1.5717,-99,-99,-99,-99,-99,-99,-99,-99,-130.82,52.625
230.09,52.708,-99,1.9518,2.7803,2.2708,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.92616,-99,-99,0.811,0.87702,-99,-99,4.9464,2.19,-99,0.53398,1.6296,2.8523,3.7883,1.3797,8.1813,6.8987,3.681,2.3036,2.057,-99,1.5811,3.4943,-99,-99,1.8864,-99,-99,1.8099,2.8159,1.2949,-99,1.0266,-99,0.74442,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1.3159,0.63403,0.76115,0.63438,-99,0.98834,2.0429,8.9285,-99,1.1961,-99,-99,0.97804,2.6827,-99,2.5011,1.1565,-99,-99,1.6312,1.949,2.4307,1.219,1.4404,1.6177,0.90158,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.82086,0.72231,-99,-99,0.52386,-99,-99,-99,0.62637,0.77389,-99,0.79281,2.071,-99,2.0712,4.2839,1.4063,4.8032,2.9419,1.9785,1.7616,-99,1.3331,2.1357,2.9597,1.8887,3.375,2.9066,1.4479,2.003,1.4216,2.0261,1.1852,0.92547,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.58402,0.96485,0.71708,0.49336,0.57536,-99,-99,0.75151,0.82815,3.0388,-99,1.4656,0.8263,1.3569,2.7818,-99,2.0398,-99,8.5982,4.4232,-99,5.9984,10.33,2.0104,-99,-99,-99,1.4965,-99,-99,1.4534,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.6899,0.71408,0.826,0.65027,-99,-99,-99,1.302,5.8931,16.274,-99,4.2404,1.3065,1.6667,2.1964,5.5088,-99,1.5902,2.4677,6.0389,2.2699,1.3424,1.2586,-99,1.7038,1.5574,1.5398,2.6723,-99,-99,-99,0.88265,1.6088,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.67445,0.59422,0.5661,-99,0.63142,-99,1.0413,1.2986,8.5064,-99,1.517,1.7095,1.9251,2.8608,8.2075,-99,-99,0.94635,0.85929,1.7584,2.047,3.3626,-99,-99,1.3982,1.3281,2.0241,-99,1.3799,0.87936,0.6771,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.47848,0.63158,0.57735,0.60256,-99,0.73252,0.4049,-99,13.866,1.2057,1.7557,3.491,5.1915,1.828,1.5953,2.0812,5.4492,-99,1.0442,-99,4.6223,12.683,2.0153,-99,-99,1.348,1.7747,1.2737,1.1965,1.3655,1.2512,-99,1.3504,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1.1681,-99,0.68636,0.80827,9.4199,-99,0.37342,1.9125,1.1916,3.4582,-99,1.1521,2.355,-99,1.0009,2.2941,4.2101,1.2906,2.1094,3.207,1.811,2.3227,2.7572,1.9668,1.5239,1.6426,3.347,1.961,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.88594,1.3163,-99,0.75366,-99,-99,0.79408,-99,1.4023,0.73373,0.67222,1.4993,-99,5.1027,3.0417,1.5866,1.5324,5.0478,1.1319,2.6645,1.7084,-99,1.7013,3.1512,3.9355,2.6684,1.4639,1.6497,-99,4.3474,-99,1.4416,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.57951,-99,0.88965,-99,0.50274,-99,1.1975,3.9222,2.8528,2.4989,-99,2.1165,2.0159,-99,2.0864,-99,-99,2.0577,3.5264,2.8712,1.5407,-99,2.294,7.5825,-99,-99,-99,0.93391,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2.0062,-99,0.65014,0.88455,-99,-99,1.0382,1.8966,0.95253,1.9099,-99,-99,-99,-99,1.8653,3.0786,3.8769,6.0165,1.8479,1.7823,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1.1493,-99,-99,0.59418,-99,-99,0.48538,0.56568,0.50027,-99,-99,-99,2.1582,-99,2.6066,4.5808,-99,3.0157,0.87374,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.52604,0.41427,-99,-99,-99,0.80793,5.2643,2.6311,5.585,4.586,-99,1.286,1.797,1.3052,-99,-99,3.8067,4.8515,9.1954,-99,2.4269,1.71,-99,2.0682,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-129.91,52.708
